lr-AdamW,step,P@CONST_DIR,R@CONST_DIR,F1@CONST_DIR,P@PARAM,R@PARAM,F1@PARAM,P@OBJ_NAME,R@OBJ_NAME,F1@OBJ_NAME,P@OBJ_DIR,R@OBJ_DIR,F1@OBJ_DIR,P@VAR,R@VAR,F1@VAR,P@LIMIT,R@LIMIT,F1@LIMIT,micro@P,micro@R,micro@F1,MD@R,MD@P,MD@F1,ALLTRUE,ALLRECALLED,ALLPRED,loss,epoch,val_P@CONST_DIR/epoch_0,val_R@CONST_DIR/epoch_0,val_F1@CONST_DIR/epoch_0,val_P@PARAM/epoch_0,val_R@PARAM/epoch_0,val_F1@PARAM/epoch_0,val_P@OBJ_DIR/epoch_0,val_R@OBJ_DIR/epoch_0,val_F1@OBJ_DIR/epoch_0,val_P@OBJ_NAME/epoch_0,val_R@OBJ_NAME/epoch_0,val_F1@OBJ_NAME/epoch_0,val_P@LIMIT/epoch_0,val_R@LIMIT/epoch_0,val_F1@LIMIT/epoch_0,val_P@VAR/epoch_0,val_R@VAR/epoch_0,val_F1@VAR/epoch_0,val_micro@P/epoch_0,val_micro@R/epoch_0,val_micro@F1/epoch_0,val_MD@R/epoch_0,val_MD@P/epoch_0,val_MD@F1/epoch_0,val_ALLTRUE/epoch_0,val_ALLRECALLED/epoch_0,val_ALLPRED/epoch_0,val_loss/epoch_0,val_P@CONST_DIR,val_R@CONST_DIR,val_F1@CONST_DIR,val_P@PARAM,val_R@PARAM,val_F1@PARAM,val_P@OBJ_NAME,val_R@OBJ_NAME,val_F1@OBJ_NAME,val_P@OBJ_DIR,val_R@OBJ_DIR,val_F1@OBJ_DIR,val_P@VAR,val_R@VAR,val_F1@VAR,val_P@LIMIT,val_R@LIMIT,val_F1@LIMIT,val_micro@P,val_micro@R,val_micro@F1,val_MD@R,val_MD@P,val_MD@F1,val_ALLTRUE,val_ALLRECALLED,val_ALLPRED,val_loss,val_P@CONST_DIR/epoch_1,val_R@CONST_DIR/epoch_1,val_F1@CONST_DIR/epoch_1,val_P@PARAM/epoch_1,val_R@PARAM/epoch_1,val_F1@PARAM/epoch_1,val_P@OBJ_DIR/epoch_1,val_R@OBJ_DIR/epoch_1,val_F1@OBJ_DIR/epoch_1,val_P@OBJ_NAME/epoch_1,val_R@OBJ_NAME/epoch_1,val_F1@OBJ_NAME/epoch_1,val_P@LIMIT/epoch_1,val_R@LIMIT/epoch_1,val_F1@LIMIT/epoch_1,val_P@VAR/epoch_1,val_R@VAR/epoch_1,val_F1@VAR/epoch_1,val_micro@P/epoch_1,val_micro@R/epoch_1,val_micro@F1/epoch_1,val_MD@R/epoch_1,val_MD@P/epoch_1,val_MD@F1/epoch_1,val_ALLTRUE/epoch_1,val_ALLRECALLED/epoch_1,val_ALLPRED/epoch_1,val_loss/epoch_1,val_P@CONST_DIR/epoch_2,val_R@CONST_DIR/epoch_2,val_F1@CONST_DIR/epoch_2,val_P@PARAM/epoch_2,val_R@PARAM/epoch_2,val_F1@PARAM/epoch_2,val_P@OBJ_DIR/epoch_2,val_R@OBJ_DIR/epoch_2,val_F1@OBJ_DIR/epoch_2,val_P@OBJ_NAME/epoch_2,val_R@OBJ_NAME/epoch_2,val_F1@OBJ_NAME/epoch_2,val_P@LIMIT/epoch_2,val_R@LIMIT/epoch_2,val_F1@LIMIT/epoch_2,val_P@VAR/epoch_2,val_R@VAR/epoch_2,val_F1@VAR/epoch_2,val_micro@P/epoch_2,val_micro@R/epoch_2,val_micro@F1/epoch_2,val_MD@R/epoch_2,val_MD@P/epoch_2,val_MD@F1/epoch_2,val_ALLTRUE/epoch_2,val_ALLRECALLED/epoch_2,val_ALLPRED/epoch_2,val_loss/epoch_2
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9052631578947359,0.5584415584415581,0.6907630522087875,0.5539823008849556,0.9315476190476187,0.6947835738068344,0.0,0.0,0.0,0.5903614457831319,0.2606382978723403,0.3616236162361196,0.18604651162790656,0.04761904761904759,0.07582938388622339,0.5902439024390242,0.5550458715596329,0.5721040189124795,0.5726004922067268,0.5193452380952381,0.5446742099102115,0.6145833333333334,0.6776045939294504,0.6445571595785691,1344,826,1219,139.60528564453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9189189189189181,0.5828571428571425,0.7132867132866653,0.5566037735849055,0.926701570680628,0.6954813359528017,0.0,0.0,0.0,0.563218390804597,0.23113207547169798,0.32775919732437314,0.18367346938775472,0.04736842105263155,0.07531380753134809,0.6021276595744679,0.5659999999999998,0.5835051546391252,0.577536231884058,0.5212557226945717,0.547954623581937,0.6173969914977109,0.6840579710144927,0.649020281883759,1529,944,1380,101.37995910644531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9307692307692299,0.6080402010050248,0.7355623100303469,0.5560407569141192,0.9271844660194172,0.6951774340308902,0.0,0.0,0.0,0.5319148936170207,0.21459227467811148,0.3058103975534756,0.18333333333333304,0.05213270142180092,0.08118081180808354,0.5999999999999999,0.5561497326203207,0.5772432932469436,0.5770750988142292,0.5174246898995866,0.5456244160697103,0.6113408151210868,0.6818181818181818,0.6446589847399067,1693,1035,1518,112.88834381103516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9199999999999993,0.6216216216216213,0.7419354838709192,0.551490514905149,0.9249999999999997,0.6910016977928224,0.0,0.0,0.0,0.4999999999999995,0.19920318725099592,0.284900284900244,0.2031249999999997,0.056521739130434755,0.08843537414962575,0.6204506065857884,0.5755627009646301,0.5971643035862718,0.5826296743063932,0.5221621621621622,0.5507411630558224,0.6151351351351352,0.6863691194209891,0.6488027366020027,1850,1138,1658,93.34347534179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9176470588235288,0.6367346938775508,0.7518072289156139,0.5474083438685208,0.9271948608137043,0.688394276629524,0.0,0.0,0.0,0.47663551401869114,0.18681318681318673,0.2684210526315383,0.1999999999999997,0.05533596837944661,0.08668730650151397,0.6134185303514376,0.5697329376854599,0.5907692307691808,0.5785953177257525,0.5177057356608479,0.546459594630116,0.6114713216957606,0.6833890746934225,0.6454330086864465,2005,1226,1794,112.86152648925781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915254237288135,0.6403162055335966,0.7534883720929745,0.5457920792079207,0.922594142259414,0.6858475894245255,0.0,0.0,0.0,0.47222222222222177,0.18345323741007186,0.26424870466317196,0.18918918918918892,0.05426356589147285,0.08433734939755566,0.6160990712074302,0.5734870317002881,0.5940298507462187,0.578404774823657,0.5182304326689353,0.5466666666666168,0.6110841030627127,0.6820401519262073,0.6446153846153347,2057,1257,1843,102.36144256591797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915254237288135,0.6403162055335966,0.7534883720929745,0.5457920792079207,0.922594142259414,0.6858475894245255,0.47222222222222177,0.18345323741007186,0.26424870466317196,0.0,0.0,0.0,0.6160990712074302,0.5734870317002881,0.5940298507462187,0.18918918918918892,0.05426356589147285,0.08433734939755566,0.578404774823657,0.5182304326689353,0.5466666666666168,0.6110841030627127,0.6820401519262073,0.6446153846153347,2057,1257,1843,99.12652969360352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9750340444847934e-05,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,0.6521739130434779,0.4508196721311474,0.5331179321485783,0.5589101620029455,0.8744239631336405,0.6819407008085778,0.6883408071748878,0.6476793248945146,0.6673913043477759,0.05405405405405391,0.01249999999999999,0.02030456852788825,0.679368029739777,0.7001915708812261,0.6896226415093839,0.19199999999999984,0.06060606060606059,0.09213051823412856,0.6033383915022762,0.6009673518742442,0.6021505376343586,0.7097944377267231,0.7125948406676783,0.7111918824776117,3308,2348,3295,76.49646759033203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9523377212891513e-05,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,0.8141711229946524,0.5623268698060941,0.6652102676132777,0.6837797619047619,0.9297855119384865,0.7880294975132422,0.7160407160407161,0.7198306280875089,0.7179306704205026,0.8021828103683492,0.615062761506276,0.6962699822379613,0.8163265306122449,0.8598726114649682,0.8375339278789731,0.5949926362297496,0.33169129720853857,0.42593568792826186,0.7409336907591928,0.7468644845518507,0.7438872667258609,0.8238503110023453,0.8173081786454909,0.8205662054081003,19614,16159,19771,32.11918640136719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179,0.8290336685614342,0.5841035120147874,0.6853424905114281,0.7360751295336787,0.9379642365887207,0.8248457723478398,0.723769730733519,0.7420276059019515,0.7327849588718655,0.8676716917922948,0.731638418079096,0.7938697318007167,0.8439966763606149,0.88249348392702,0.8628158844764844,0.6938097216452015,0.4626038781163435,0.5550939006148765,0.7791872937293729,0.7828474716772589,0.781013094417593,0.8451229621442388,0.8411716171617162,0.8431426602342712,28952,24468,29088,36.87490635977851,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7499999999999938,0.599999999999996,0.6666666666666123,0.9423076923076905,0.999999999999998,0.9702970297029185,0.9999999999999876,0.9999999999999876,0.9999999999999376,0.7692307692307663,0.909090909090905,0.8333333333332802,0.9473684210526266,0.8999999999999955,0.9230769230768684,0.8070175438596477,0.9019607843137237,0.8518518518518005,0.8620689655172408,0.9090909090909085,0.8849557522123388,0.9151515151515152,0.867816091954023,0.8908554572270887,165,151,174,23.534767150878906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8799999999999965,0.7586206896551698,0.8148148148147621,0.9595959595959587,0.979381443298968,0.9693877551019898,0.9999999999999938,0.9999999999999938,0.9999999999999438,0.8599999999999983,0.9555555555555535,0.9052631578946851,0.9487179487179463,0.9487179487179463,0.9487179487178964,0.8157894736842098,0.8611111111111103,0.8378378378377872,0.8921282798833816,0.9161676646706584,0.9039881831609541,0.9221556886227545,0.8979591836734694,0.9098966026587388,334,308,343,14.518134117126465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8297872340425514,0.7647058823529397,0.7959183673468873,0.9473684210526307,0.9618320610687014,0.9545454545454037,0.9599999999999962,0.9999999999999959,0.97959183673464,0.7209302325581387,0.873239436619717,0.7898089171974016,0.915254237288134,0.915254237288134,0.9152542372880841,0.8114285714285709,0.8874999999999994,0.8477611940298003,0.8514285714285712,0.9012096774193546,0.8756121449558755,0.9173387096774194,0.8666666666666667,0.89128305582757,496,455,525,28.123516082763672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7575757575757565,0.7042253521126751,0.7299270072992192,0.9523809523809518,0.9467455621301769,0.9495548961423826,0.9696969696969667,0.9999999999999969,0.9846153846153317,0.5794392523364481,0.6813186813186806,0.626262626262576,0.7640449438202238,0.849999999999999,0.8047337278106003,0.8290598290598287,0.8940092165898613,0.8603104212859808,0.8120516499282638,0.8575757575757574,0.8341930729549978,0.8787878787878788,0.8321377331420373,0.8548268238761476,660,580,697,58.766639709472656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7555555555555548,0.7234042553191482,0.739130434782558,0.9299999999999995,0.9162561576354674,0.9230769230768726,0.9743589743589719,0.9999999999999973,0.9870129870129346,0.5158730158730155,0.5909090909090904,0.5508474576270685,0.7179487179487173,0.8235294117647051,0.7671232876711824,0.8169491525423725,0.8731884057971011,0.8441330998248183,0.7866205305651671,0.8286755771567436,0.8071005917159263,0.8554070473876063,0.81199538638985,0.8331360946745063,823,704,867,63.447444915771484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7870370370370363,0.7456140350877186,0.765765765765715,0.9333333333333329,0.906882591093117,0.9199178644763357,0.9787234042553171,0.9999999999999979,0.9892473118279049,0.4220779220779218,0.5038759689922476,0.4593639575971231,0.6912751677852343,0.8174603174603168,0.7490909090908588,0.8396501457725944,0.8916408668730647,0.8648648648648146,0.7790585975024016,0.8233502538071065,0.8005923000986667,0.8507614213197969,0.8049951969260326,0.8272458045409175,985,838,1041,40.959251403808594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8076923076923069,0.7777777777777771,0.7924528301886286,0.9397163120567372,0.9044368600682591,0.9217391304347322,0.98181818181818,0.9999999999999981,0.9908256880733427,0.37158469945355166,0.42767295597484245,0.39766081871340025,0.679775280898876,0.8231292517006796,0.7446153846153346,0.8582089552238804,0.9031413612565442,0.8801020408162763,0.7788617886178861,0.8188034188034188,0.7983333333332834,0.8452991452991453,0.8040650406504065,0.8241666666666168,1170,989,1230,40.90298843383789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8150684931506843,0.7727272727272722,0.7933333333332828,0.9444444444444441,0.9107142857142854,0.9272727272726771,0.9841269841269825,0.9999999999999984,0.9919999999999484,0.34482758620689635,0.37234042553191465,0.35805626598460455,0.696517412935323,0.8333333333333328,0.7588075880758307,0.8518518518518516,0.8967889908256879,0.8737430167597264,0.7793696275071633,0.8095238095238095,0.7941605839415559,0.8348214285714286,0.8037249283667621,0.8189781021897311,1344,1122,1396,77.82213592529297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8292682926829262,0.7771428571428567,0.8023598820058493,0.9508196721311473,0.9109947643979055,0.9304812834224098,0.9722222222222209,0.9999999999999986,0.9859154929576951,0.3004291845493561,0.33018867924528283,0.31460674157298363,0.701298701298701,0.852631578947368,0.7695961995248909,0.8522072936660267,0.8879999999999998,0.86973555337899,0.775047258979206,0.8044473512099412,0.7894736842104764,0.8273381294964028,0.7971014492753623,0.8119383825416703,1529,1265,1587,47.15064239501953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8201058201058196,0.7788944723618086,0.7989690721648982,0.9536082474226801,0.8980582524271842,0.9249999999999498,0.9746835443037962,0.9999999999999987,0.9871794871794359,0.2889733840304181,0.32618025751072943,0.3064516129031758,0.6844106463878324,0.8530805687203787,0.7594936708860263,0.8468158347676419,0.8770053475935827,0.8616462346759569,0.7657402155416903,0.7974010632014176,0.78124999999995,0.822209096278795,0.789563244469654,0.8055555555555056,1693,1392,1763,84.69635009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
